path,cls,source,width,height,phash_hex,blur_var,kept,drop_reason,split
smaller_dataset\Braised Pork\Braised_Pork_801.jpeg,Braised Pork,unknown,500,300,ebb194d8d30e8e16,3141.5446085518224,True,,train
smaller_dataset\Braised Pork\Braised_Pork_802.jpeg,Braised Pork,unknown,1080,1439,aa09ad1b96b581ed,214.73374576368403,True,,test
smaller_dataset\Braised Pork\Braised_Pork_803.jpeg,Braised Pork,unknown,600,600,eacbd00f876e0e2c,525.6886642469135,True,,train
smaller_dataset\Braised Pork\Braised_Pork_804.jpeg,Braised Pork,unknown,1080,1080,af24f43396e24b51,133.93658088830355,True,,test
smaller_dataset\Braised Pork\Braised_Pork_805.jpeg,Braised Pork,unknown,600,600,ecc6d5391a3173d0,521.7782421272839,True,,train
smaller_dataset\Braised Pork\Braised_Pork_806.jpeg,Braised Pork,unknown,500,464,986345969ecada69,450.09209722411936,True,,train
smaller_dataset\Braised Pork\Braised_Pork_807.jpeg,Braised Pork,unknown,1080,599,ebc0b8e5e252b5a1,682.2665734939717,True,,train
smaller_dataset\Braised Pork\Braised_Pork_808.jpeg,Braised Pork,unknown,1080,592,aff5804a85289eaf,231.82704305350728,True,,train
smaller_dataset\Braised Pork\Braised_Pork_809.jpeg,Braised Pork,unknown,600,800,ae4bd56c0a653f22,430.6746730410415,True,,train
smaller_dataset\Braised Pork\Braised_Pork_81.jpeg,Braised Pork,unknown,350,260,ba56d45202a87f3d,860.189786655718,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_810.jpeg,Braised Pork,unknown,600,600,aba9ad50b662d790,241.8448472407099,True,,train
smaller_dataset\Braised Pork\Braised_Pork_811.jpeg,Braised Pork,unknown,1198,592,bbe1855e9a68b162,343.44353319164105,False,extreme_AR,
smaller_dataset\Braised Pork\Braised_Pork_812.jpeg,Braised Pork,unknown,640,385,972ab60e3c914fa5,343.8964169481936,True,,train
smaller_dataset\Braised Pork\Braised_Pork_813.jpeg,Braised Pork,unknown,1080,987,bfa4a09591caca9b,220.66807455671398,True,,train
smaller_dataset\Braised Pork\Braised_Pork_814.jpeg,Braised Pork,unknown,660,660,e580ee9ea161bc17,1539.9458519355367,True,,train
smaller_dataset\Braised Pork\Braised_Pork_815.jpeg,Braised Pork,unknown,600,800,ea19c16192566eaf,305.353147889579,True,,train
smaller_dataset\Braised Pork\Braised_Pork_816.jpeg,Braised Pork,unknown,600,600,bf8aacf09287c117,374.2247065362654,True,,train
smaller_dataset\Braised Pork\Braised_Pork_817.jpeg,Braised Pork,unknown,440,330,adebafc28076a194,424.7606224375612,True,,train
smaller_dataset\Braised Pork\Braised_Pork_818.jpeg,Braised Pork,unknown,600,600,fa51c2be8d200dcf,268.89220244073294,True,,train
smaller_dataset\Braised Pork\Braised_Pork_819.jpeg,Braised Pork,unknown,637,373,baf6819ed027ca92,269.2333801054977,True,,train
smaller_dataset\Braised Pork\Braised_Pork_82.jpeg,Braised Pork,unknown,900,600,a3d8a24a9aace9f4,1051.663423782044,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_820.jpeg,Braised Pork,unknown,640,680,aec4fe019d18a71e,1250.279298148074,True,,train
smaller_dataset\Braised Pork\Braised_Pork_821.jpeg,Braised Pork,unknown,600,600,abde950f827c3960,1853.415543489436,True,,train
smaller_dataset\Braised Pork\Braised_Pork_822.jpeg,Braised Pork,unknown,1280,719,afadb482b2b2c392,801.382919491474,True,,train
smaller_dataset\Braised Pork\Braised_Pork_823.jpeg,Braised Pork,unknown,640,480,aad685e4dc4a1ae9,442.8234062710975,True,,val
smaller_dataset\Braised Pork\Braised_Pork_824.jpeg,Braised Pork,unknown,600,602,ad73a2ecd5268691,308.51694562310905,True,,train
smaller_dataset\Braised Pork\Braised_Pork_825.jpeg,Braised Pork,unknown,479,493,a90598a653d35dec,4099.890220795184,True,,train
smaller_dataset\Braised Pork\Braised_Pork_826.jpeg,Braised Pork,unknown,700,700,c5ca2e3d3d61b0c3,1779.5951056531608,True,,train
smaller_dataset\Braised Pork\Braised_Pork_827.jpeg,Braised Pork,unknown,600,750,af87bd51906b4839,1241.2805732839508,True,,train
smaller_dataset\Braised Pork\Braised_Pork_828.jpeg,Braised Pork,unknown,525,600,a19d9e5f519c6a03,2949.521200217687,True,,train
smaller_dataset\Braised Pork\Braised_Pork_829.jpeg,Braised Pork,unknown,640,480,b1b426bf2cf921d0,720.5838558144463,True,,train
smaller_dataset\Braised Pork\Braised_Pork_83.jpeg,Braised Pork,unknown,800,1067,d79931062ab307f3,340.1523460333046,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_830.jpeg,Braised Pork,unknown,486,464,efba852e1a549634,284.4414413199501,True,,train
smaller_dataset\Braised Pork\Braised_Pork_831.jpeg,Braised Pork,unknown,1161,2064,f6e8a9259c9e94c8,717.2913945728628,True,,train
smaller_dataset\Braised Pork\Braised_Pork_832.jpeg,Braised Pork,unknown,449,392,eb82a1851d1eb47e,839.8590569552116,True,,train
smaller_dataset\Braised Pork\Braised_Pork_833.jpeg,Braised Pork,unknown,1080,809,fcd2840d196b672e,112.31019529079039,True,,train
smaller_dataset\Braised Pork\Braised_Pork_834.jpeg,Braised Pork,unknown,249,249,a1f8ea87b98e6446,3839.353884291101,True,,train
smaller_dataset\Braised Pork\Braised_Pork_835.jpeg,Braised Pork,unknown,600,750,eb1f842095fe117a,402.8169355713136,True,,train
smaller_dataset\Braised Pork\Braised_Pork_836.jpeg,Braised Pork,unknown,600,716,fef5c0418f0bd40d,3820.856193316846,True,,test
smaller_dataset\Braised Pork\Braised_Pork_837.jpeg,Braised Pork,unknown,459,322,b8499504fa2fd275,336.6337474152219,True,,test
smaller_dataset\Braised Pork\Braised_Pork_838.jpeg,Braised Pork,unknown,500,889,aec4e7af98180d0f,197.35993919444888,True,,train
smaller_dataset\Braised Pork\Braised_Pork_839.jpeg,Braised Pork,unknown,600,751,a7d0853f1a3a7a64,1150.0636409048723,True,,train
smaller_dataset\Braised Pork\Braised_Pork_84.jpeg,Braised Pork,unknown,662,900,fad1c1477874bc06,1646.9670754700805,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_840.jpeg,Braised Pork,unknown,847,770,ff05a093ad3884be,477.0797977321176,True,,train
smaller_dataset\Braised Pork\Braised_Pork_841.jpeg,Braised Pork,unknown,600,700,fac5aec5e403c718,496.15274815210324,True,,train
smaller_dataset\Braised Pork\Braised_Pork_842.jpeg,Braised Pork,unknown,640,480,fd47d21c851f1872,273.43013655582,True,,train
smaller_dataset\Braised Pork\Braised_Pork_843.jpeg,Braised Pork,unknown,1280,960,a0f28f69a1e47789,718.6100251273302,True,,train
smaller_dataset\Braised Pork\Braised_Pork_844.jpeg,Braised Pork,unknown,700,700,aff9f9c3902ad048,446.46729629633893,True,,train
smaller_dataset\Braised Pork\Braised_Pork_845.jpeg,Braised Pork,unknown,700,598,aa7a91e07a7a32e2,1842.8367536996234,True,,train
smaller_dataset\Braised Pork\Braised_Pork_846.jpeg,Braised Pork,unknown,1024,686,bf94b86fe19ae002,1362.2663662894902,True,,train
smaller_dataset\Braised Pork\Braised_Pork_847.jpeg,Braised Pork,unknown,199,120,efc494d84fa16ac2,2503.72630796185,False,tiny<224,
smaller_dataset\Braised Pork\Braised_Pork_848.jpeg,Braised Pork,unknown,600,900,ca2a0bbeea8269da,903.5982355341424,True,,train
smaller_dataset\Braised Pork\Braised_Pork_849.jpeg,Braised Pork,unknown,701,542,e6e4d1122aa93dda,1523.128556722852,True,,train
smaller_dataset\Braised Pork\Braised_Pork_85.jpeg,Braised Pork,unknown,600,600,ab47d5d3c2d00f92,491.4903525599922,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_850.jpeg,Braised Pork,unknown,447,297,d8ebfea0e305a384,406.9144961537442,True,,train
smaller_dataset\Braised Pork\Braised_Pork_851.jpeg,Braised Pork,unknown,849,637,af90f366b4328473,3963.3947370015885,True,,train
smaller_dataset\Braised Pork\Braised_Pork_852.jpeg,Braised Pork,unknown,1080,1080,d36c3e3ee2f18430,269.95996109186416,True,,train
smaller_dataset\Braised Pork\Braised_Pork_853.jpeg,Braised Pork,unknown,700,700,b5acfed2e2c38092,1408.0646466004796,True,,val
smaller_dataset\Braised Pork\Braised_Pork_854.jpeg,Braised Pork,unknown,1080,1439,ea89b4140f7b6467,332.6588686823227,True,,train
smaller_dataset\Braised Pork\Braised_Pork_855.jpeg,Braised Pork,unknown,964,586,afd2f0cad209c34d,83.09815379761103,True,,train
smaller_dataset\Braised Pork\Braised_Pork_856.jpeg,Braised Pork,unknown,600,800,fb61e03bc1e39a84,226.67462222569014,True,,train
smaller_dataset\Braised Pork\Braised_Pork_857.jpeg,Braised Pork,unknown,600,580,bf9cf0d0c191868f,893.1738523239449,True,,train
smaller_dataset\Braised Pork\Braised_Pork_858.jpeg,Braised Pork,unknown,670,502,c5a55a763a6a6968,359.6396758525605,True,,val
smaller_dataset\Braised Pork\Braised_Pork_859.jpeg,Braised Pork,unknown,1080,810,e977c45892349b72,147.6537839007528,True,,train
smaller_dataset\Braised Pork\Braised_Pork_86.jpeg,Braised Pork,unknown,1080,1080,fecc808b87e25fc0,77.96391753023195,False,blurry<80.0,
smaller_dataset\Braised Pork\Braised_Pork_860.jpeg,Braised Pork,unknown,500,889,bb84849b0b876f71,1449.204365090635,True,,train
smaller_dataset\Braised Pork\Braised_Pork_861.jpeg,Braised Pork,unknown,720,720,abc1d5830a09fd3d,249.2050035947352,True,,val
smaller_dataset\Braised Pork\Braised_Pork_862.jpeg,Braised Pork,unknown,640,422,ffb1905383941aec,536.8431424587884,True,,train
smaller_dataset\Braised Pork\Braised_Pork_863.jpeg,Braised Pork,unknown,660,707,a98e9611946f95d9,509.098880149312,True,,train
smaller_dataset\Braised Pork\Braised_Pork_864.jpeg,Braised Pork,unknown,620,563,a63dc468ade4b643,451.25345197227426,True,,train
smaller_dataset\Braised Pork\Braised_Pork_865.jpeg,Braised Pork,unknown,1080,707,bff0f4c2a44142b7,295.5332598213934,True,,train
smaller_dataset\Braised Pork\Braised_Pork_866.jpeg,Braised Pork,unknown,1920,1200,87982fd2b988b5e8,146.2173412953241,True,,train
smaller_dataset\Braised Pork\Braised_Pork_867.jpeg,Braised Pork,unknown,600,800,ccce6e4eee6e80a0,216.9879832769272,True,,val
smaller_dataset\Braised Pork\Braised_Pork_868.jpeg,Braised Pork,unknown,500,500,d0bb8f703e0f2c29,770.753944696256,True,,train
smaller_dataset\Braised Pork\Braised_Pork_869.jpeg,Braised Pork,unknown,640,570,ee2ac2f408c26f4f,300.40680367997845,True,,train
smaller_dataset\Braised Pork\Braised_Pork_87.jpeg,Braised Pork,unknown,775,1024,f6251d3ca1c64d59,596.7520268957101,True,,train
smaller_dataset\Braised Pork\Braised_Pork_870.jpeg,Braised Pork,unknown,1024,856,f2b0e617c10d8c6f,139.78057457032773,True,,val
smaller_dataset\Braised Pork\Braised_Pork_871.jpeg,Braised Pork,unknown,1920,1077,aecaaf44440b2f2f,19.647716919585893,False,blurry<80.0,
smaller_dataset\Braised Pork\Braised_Pork_872.jpeg,Braised Pork,unknown,571,525,e89a85911fcdac6c,485.24872611305005,True,,train
smaller_dataset\Braised Pork\Braised_Pork_873.jpeg,Braised Pork,unknown,1080,1080,fa09b604bbd83617,498.36108542753266,True,,train
smaller_dataset\Braised Pork\Braised_Pork_874.jpeg,Braised Pork,unknown,882,496,ff3ff829e800894a,50.65409840651048,False,blurry<80.0,
smaller_dataset\Braised Pork\Braised_Pork_875.jpeg,Braised Pork,unknown,268,268,ef6fe07481fa8620,247.89821098208844,True,,train
smaller_dataset\Braised Pork\Braised_Pork_876.jpeg,Braised Pork,unknown,640,394,b459c27dcf70a930,1216.5789613895683,True,,train
smaller_dataset\Braised Pork\Braised_Pork_877.jpeg,Braised Pork,unknown,700,525,a8fd81b51ec2688f,1571.1932258608617,True,,train
smaller_dataset\Braised Pork\Braised_Pork_878.jpeg,Braised Pork,unknown,600,600,bfd4b06bd448ce05,638.5551091153627,True,,train
smaller_dataset\Braised Pork\Braised_Pork_879.jpeg,Braised Pork,unknown,410,206,bd03b17c82f7c4c8,1617.7123568065883,False,tiny<224,
smaller_dataset\Braised Pork\Braised_Pork_88.jpeg,Braised Pork,unknown,438,406,be6880974ed53acc,3304.6737463237523,True,,train
smaller_dataset\Braised Pork\Braised_Pork_880.jpeg,Braised Pork,unknown,1080,1080,abf8851382589b6f,345.5742348381098,True,,train
smaller_dataset\Braised Pork\Braised_Pork_881.jpeg,Braised Pork,unknown,500,555,ff03a85fe04e807a,227.57345654691665,True,,train
smaller_dataset\Braised Pork\Braised_Pork_882.jpeg,Braised Pork,unknown,511,365,afb591c25b1b0aa5,2441.53974607348,True,,train
smaller_dataset\Braised Pork\Braised_Pork_883.jpeg,Braised Pork,unknown,467,440,efbda3c3e2309103,234.8849029066116,True,,train
smaller_dataset\Braised Pork\Braised_Pork_884.jpeg,Braised Pork,unknown,600,600,dab3b168e74d8c60,1456.0175897607332,True,,train
smaller_dataset\Braised Pork\Braised_Pork_885.jpeg,Braised Pork,unknown,526,561,bdb8d261cac54d92,375.0776357358181,True,,train
smaller_dataset\Braised Pork\Braised_Pork_886.jpeg,Braised Pork,unknown,500,314,a973446b9d2398ad,485.9118187713903,True,,train
smaller_dataset\Braised Pork\Braised_Pork_887.jpeg,Braised Pork,unknown,1488,1671,e8d8f86236363713,405.04112276693024,True,,val
smaller_dataset\Braised Pork\Braised_Pork_888.jpeg,Braised Pork,unknown,521,309,ec83d196d21fb249,384.7536871454293,True,,train
smaller_dataset\Braised Pork\Braised_Pork_889.jpeg,Braised Pork,unknown,3024,4032,a9b56e1be0a4a665,137.13223445038196,True,,train
smaller_dataset\Braised Pork\Braised_Pork_89.jpeg,Braised Pork,unknown,800,600,ac839435cbe2cb3a,1257.3139496882643,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_890.jpeg,Braised Pork,unknown,1080,1920,8acb57e2ba95852a,95.77773464023082,True,,train
smaller_dataset\Braised Pork\Braised_Pork_891.jpeg,Braised Pork,unknown,660,560,ef52d51a920fc31a,288.59947234845566,True,,train
smaller_dataset\Braised Pork\Braised_Pork_892.jpeg,Braised Pork,unknown,328,241,bba6dc4fc2a70816,733.1223148011113,True,,test
smaller_dataset\Braised Pork\Braised_Pork_893.jpeg,Braised Pork,unknown,500,667,b5b0f4f0e2eae8a0,742.3458467720623,True,,train
smaller_dataset\Braised Pork\Braised_Pork_894.jpeg,Braised Pork,unknown,720,1280,bb69243b48a517bc,352.8854186558851,True,,train
smaller_dataset\Braised Pork\Braised_Pork_895.jpeg,Braised Pork,unknown,582,394,fca4f4f233037039,1092.7276927555213,True,,train
smaller_dataset\Braised Pork\Braised_Pork_896.jpeg,Braised Pork,unknown,280,280,aefcbc551ca24992,2817.1262278697354,True,,train
smaller_dataset\Braised Pork\Braised_Pork_897.jpeg,Braised Pork,unknown,750,562,be0e857ad62c9872,928.5998196713144,True,,train
smaller_dataset\Braised Pork\Braised_Pork_898.jpeg,Braised Pork,unknown,500,468,fc3c80d11bc36dc6,269.87976444793264,True,,train
smaller_dataset\Braised Pork\Braised_Pork_899.jpeg,Braised Pork,unknown,594,383,dc68669d8c378713,215.0257560859966,True,,train
smaller_dataset\Braised Pork\Braised_Pork_9.jpeg,Braised Pork,unknown,860,576,a0e0c7073e3e3a9e,1656.1088639153666,True,,train
smaller_dataset\Braised Pork\Braised_Pork_90.jpeg,Braised Pork,unknown,1205,799,94e5ddf82e705505,401.4053084128848,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_900.jpeg,Braised Pork,unknown,523,523,b912d05a594e2cbf,732.4994791432649,True,,val
smaller_dataset\Braised Pork\Braised_Pork_901.jpeg,Braised Pork,unknown,1080,1440,ee1ae074d8ec58a9,227.4179610302191,True,,train
smaller_dataset\Braised Pork\Braised_Pork_902.jpeg,Braised Pork,unknown,389,311,be79c1b284e133d1,4999.329300103471,True,,train
smaller_dataset\Braised Pork\Braised_Pork_903.jpeg,Braised Pork,unknown,1488,1984,95a5aa81eacad2da,499.602023848052,True,,train
smaller_dataset\Braised Pork\Braised_Pork_904.jpeg,Braised Pork,unknown,1024,683,adb4820e2f787d64,950.9201745975287,True,,test
smaller_dataset\Braised Pork\Braised_Pork_905.jpeg,Braised Pork,unknown,518,295,c1231eb03e9b73c6,596.2438449501728,True,,train
smaller_dataset\Braised Pork\Braised_Pork_906.jpeg,Braised Pork,unknown,661,493,c31c3a717b0d6566,215.2686220145817,True,,test
smaller_dataset\Braised Pork\Braised_Pork_907.jpeg,Braised Pork,unknown,500,328,9a8bad23b4c5e60d,214.36083515671473,True,,train
smaller_dataset\Braised Pork\Braised_Pork_908.jpeg,Braised Pork,unknown,536,493,bde4825bdd4c3e20,900.1059984962349,True,,test
smaller_dataset\Braised Pork\Braised_Pork_909.jpeg,Braised Pork,unknown,640,640,fc82e78bf4858196,377.47269737839093,True,,train
smaller_dataset\Braised Pork\Braised_Pork_91.jpeg,Braised Pork,unknown,1440,1920,af85bd90f408836f,183.80448647054968,True,,val
smaller_dataset\Braised Pork\Braised_Pork_910.jpeg,Braised Pork,unknown,624,764,ea81adc49e8e327a,3011.389563930388,True,,train
smaller_dataset\Braised Pork\Braised_Pork_911.jpeg,Braised Pork,unknown,600,600,d069136f1cda3ab4,955.2567136132637,True,,train
smaller_dataset\Braised Pork\Braised_Pork_912.jpeg,Braised Pork,unknown,600,800,faa9d1a3d5960a86,557.915032984375,True,,train
smaller_dataset\Braised Pork\Braised_Pork_913.jpeg,Braised Pork,unknown,600,800,af41a17fc5a8d0ac,1231.2974998395791,True,,train
smaller_dataset\Braised Pork\Braised_Pork_914.jpeg,Braised Pork,unknown,765,852,ba57d55482528f4b,71.37650290981033,False,blurry<80.0,
smaller_dataset\Braised Pork\Braised_Pork_915.jpeg,Braised Pork,unknown,1080,1080,c5007d02de27ea9f,559.6720566795158,True,,train
smaller_dataset\Braised Pork\Braised_Pork_916.jpeg,Braised Pork,unknown,879,758,eb1ea51885b5d760,806.925490964161,True,,train
smaller_dataset\Braised Pork\Braised_Pork_917.jpeg,Braised Pork,unknown,1050,713,ab80a3222d67771f,706.5055650470825,True,,test
smaller_dataset\Braised Pork\Braised_Pork_918.jpeg,Braised Pork,unknown,600,600,bf80d502d70a5a3f,382.7151252770062,True,,train
smaller_dataset\Braised Pork\Braised_Pork_919.jpeg,Braised Pork,unknown,1080,986,fab7a10fc1f0ce01,1823.0213751215306,True,,train
smaller_dataset\Braised Pork\Braised_Pork_92.jpeg,Braised Pork,unknown,800,1067,d79931062ab307f3,340.1523460333046,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_920.jpeg,Braised Pork,unknown,780,439,ffb89462d382ad50,457.56893384294045,True,,test
smaller_dataset\Braised Pork\Braised_Pork_921.jpeg,Braised Pork,unknown,568,352,fcd7b989a60ad052,1974.536105398533,True,,train
smaller_dataset\Braised Pork\Braised_Pork_922.jpeg,Braised Pork,unknown,300,290,ae54c24aa2af93dc,2667.182079253666,True,,train
smaller_dataset\Braised Pork\Braised_Pork_923.jpeg,Braised Pork,unknown,600,600,f9e8dcebc0f49600,1955.9444193657328,True,,train
smaller_dataset\Braised Pork\Braised_Pork_924.jpeg,Braised Pork,unknown,1080,1080,d6ff6df031849288,83.53701033294311,True,,train
smaller_dataset\Braised Pork\Braised_Pork_925.jpeg,Braised Pork,unknown,640,360,a994ec03ed0bfb05,1458.269051654656,True,,val
smaller_dataset\Braised Pork\Braised_Pork_926.jpeg,Braised Pork,unknown,640,517,bf007ced63b085d4,1947.722418945411,True,,train
smaller_dataset\Braised Pork\Braised_Pork_927.jpeg,Braised Pork,unknown,1080,810,df1a6178a36d8a61,413.8448335186667,True,,train
smaller_dataset\Braised Pork\Braised_Pork_928.jpeg,Braised Pork,unknown,600,600,fb0aee7ee4099034,408.90739021527776,True,,train
smaller_dataset\Braised Pork\Braised_Pork_929.jpeg,Braised Pork,unknown,1280,852,83a23f383ee57832,1059.4772914750342,True,,train
smaller_dataset\Braised Pork\Braised_Pork_93.jpeg,Braised Pork,unknown,1023,685,fe99f0b586c3090b,323.0462753235101,True,,train
smaller_dataset\Braised Pork\Braised_Pork_930.jpeg,Braised Pork,unknown,600,604,ae5b803d82f18ff0,485.59400304518056,True,,train
smaller_dataset\Braised Pork\Braised_Pork_931.jpeg,Braised Pork,unknown,640,381,a51e9ae1e53a4cd8,543.7623617126623,True,,train
smaller_dataset\Braised Pork\Braised_Pork_932.jpeg,Braised Pork,unknown,584,364,bb93f047841b835b,1207.3064514956318,True,,test
smaller_dataset\Braised Pork\Braised_Pork_933.jpeg,Braised Pork,unknown,525,414,af1dd17381b01ee2,1114.5968315025566,True,,train
smaller_dataset\Braised Pork\Braised_Pork_934.jpeg,Braised Pork,unknown,600,469,eea5b091894e553b,1300.618572383084,True,,train
smaller_dataset\Braised Pork\Braised_Pork_935.jpeg,Braised Pork,unknown,661,440,afafbd219341a494,709.5701473528859,True,,train
smaller_dataset\Braised Pork\Braised_Pork_936.jpeg,Braised Pork,unknown,600,600,eb91b1189e0e931f,238.16554835527776,True,,val
smaller_dataset\Braised Pork\Braised_Pork_937.jpeg,Braised Pork,unknown,810,1080,956a739c67b1c681,1182.1824695536586,True,,train
smaller_dataset\Braised Pork\Braised_Pork_938.jpeg,Braised Pork,unknown,331,255,a323d0e8599c7c7c,2769.7504736139276,True,,train
smaller_dataset\Braised Pork\Braised_Pork_939.jpeg,Braised Pork,unknown,500,333,aabb2db339c4e08c,550.1492184334244,True,,train
smaller_dataset\Braised Pork\Braised_Pork_94.jpeg,Braised Pork,unknown,800,450,eed1f452f20ab20e,4535.220460916289,True,,train
smaller_dataset\Braised Pork\Braised_Pork_940.jpeg,Braised Pork,unknown,600,600,ca8a3be7c81ce896,353.8932388844443,True,,train
smaller_dataset\Braised Pork\Braised_Pork_941.jpeg,Braised Pork,unknown,660,743,bacced538505942f,281.91457009566193,True,,val
smaller_dataset\Braised Pork\Braised_Pork_942.jpeg,Braised Pork,unknown,600,450,af4af43d907c4272,599.4162518320442,True,,train
smaller_dataset\Braised Pork\Braised_Pork_943.jpeg,Braised Pork,unknown,1080,599,96f0f164a969cc9c,904.1203316441877,True,,train
smaller_dataset\Braised Pork\Braised_Pork_944.jpeg,Braised Pork,unknown,511,369,fe5cf07a60c86349,720.3727577977395,True,,train
smaller_dataset\Braised Pork\Braised_Pork_945.jpeg,Braised Pork,unknown,2607,2160,be40af4fa06bb40e,2459.6634225268244,True,,train
smaller_dataset\Braised Pork\Braised_Pork_946.jpeg,Braised Pork,unknown,771,387,b8d09362db4c4cf3,459.3814010139434,True,,train
smaller_dataset\Braised Pork\Braised_Pork_947.jpeg,Braised Pork,unknown,566,287,a0a607b78f21cbf4,601.8104181213288,True,,train
smaller_dataset\Braised Pork\Braised_Pork_948.jpeg,Braised Pork,unknown,500,652,f5cb10de15f96025,468.34673393710705,True,,test
smaller_dataset\Braised Pork\Braised_Pork_949.jpeg,Braised Pork,unknown,800,533,c3c62c53a4576763,339.3393193100578,True,,test
smaller_dataset\Braised Pork\Braised_Pork_95.jpeg,Braised Pork,unknown,1200,1798,eea2828f19dc6bc1,118.61628425250416,True,,train
smaller_dataset\Braised Pork\Braised_Pork_950.jpeg,Braised Pork,unknown,600,600,aab0bf64f5c2e092,779.9558055863889,True,,train
smaller_dataset\Braised Pork\Braised_Pork_951.jpeg,Braised Pork,unknown,268,268,eb1eed56835c414a,503.8044750926558,True,,train
smaller_dataset\Braised Pork\Braised_Pork_952.jpeg,Braised Pork,unknown,568,534,f993d42e8a59e226,193.35326613166046,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_953.jpeg,Braised Pork,unknown,500,889,ac14c42cfffc94c2,332.5002488734376,True,,train
smaller_dataset\Braised Pork\Braised_Pork_954.jpeg,Braised Pork,unknown,600,433,fb2552496e65b834,2448.1838135403354,True,,train
smaller_dataset\Braised Pork\Braised_Pork_955.jpeg,Braised Pork,unknown,500,333,faa7a0d485c6c3ca,2173.550125767245,True,,train
smaller_dataset\Braised Pork\Braised_Pork_956.jpeg,Braised Pork,unknown,500,333,ff83809fd54a443c,1921.6446622660135,True,,train
smaller_dataset\Braised Pork\Braised_Pork_957.jpeg,Braised Pork,unknown,268,164,fec15a2da74039b1,1495.1074482877098,False,tiny<224,
smaller_dataset\Braised Pork\Braised_Pork_958.jpeg,Braised Pork,unknown,1080,1080,aac2b52bd534c2f1,1426.167905068318,True,,test
smaller_dataset\Braised Pork\Braised_Pork_959.jpeg,Braised Pork,unknown,1080,1080,b93ad0b5cbe44ac1,71.59119002945528,False,blurry<80.0,
smaller_dataset\Braised Pork\Braised_Pork_96.jpeg,Braised Pork,unknown,662,900,fad1c1477874bc06,1646.9670754700805,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_960.jpeg,Braised Pork,unknown,500,500,b6a4c35c2b3cf143,4220.151112529904,True,,train
smaller_dataset\Braised Pork\Braised_Pork_961.jpeg,Braised Pork,unknown,537,469,bafde8e5c180461b,1060.9211341589628,True,,train
smaller_dataset\Braised Pork\Braised_Pork_962.jpeg,Braised Pork,unknown,750,704,81d75e716c572945,543.8887386259041,True,,train
smaller_dataset\Braised Pork\Braised_Pork_963.jpeg,Braised Pork,unknown,640,428,eb978590f2d83147,133.4163531337941,True,,train
smaller_dataset\Braised Pork\Braised_Pork_964.jpeg,Braised Pork,unknown,800,509,a996fc52c8ead446,6633.399483941406,True,,train
smaller_dataset\Braised Pork\Braised_Pork_965.jpeg,Braised Pork,unknown,300,533,bc21bc8ab4d5f852,988.5003984516588,True,,train
smaller_dataset\Braised Pork\Braised_Pork_966.jpeg,Braised Pork,unknown,600,750,aad1d51e9069d26e,510.7969066531555,True,,train
smaller_dataset\Braised Pork\Braised_Pork_967.jpeg,Braised Pork,unknown,1280,1706,c1a52fe0fd80b49d,165.42078898989683,True,,train
smaller_dataset\Braised Pork\Braised_Pork_968.jpeg,Braised Pork,unknown,575,800,beaad3b5d28009da,2478.5268121285444,True,,train
smaller_dataset\Braised Pork\Braised_Pork_969.jpeg,Braised Pork,unknown,1080,810,c3147e21f09b6567,309.86270569324205,True,,val
smaller_dataset\Braised Pork\Braised_Pork_97.jpeg,Braised Pork,unknown,1200,798,fcdac3c38f0cac30,4181.212499823769,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_970.jpeg,Braised Pork,unknown,450,338,bfa1f097c09a82ce,1255.1948422511746,False,near-dup≤5,
smaller_dataset\Braised Pork\Braised_Pork_971.jpeg,Braised Pork,unknown,550,363,802d1fa63ab439d7,1225.1713030291116,True,,train
smaller_dataset\Braised Pork\Braised_Pork_972.jpeg,Braised Pork,unknown,720,960,fac6e944cc16aae8,567.9296260800774,True,,train
smaller_dataset\Braised Pork\Braised_Pork_973.jpeg,Braised Pork,unknown,600,600,a6c4b487c71fd01e,681.4863647422145,True,,train
smaller_dataset\Braised Pork\Braised_Pork_974.jpeg,Braised Pork,unknown,600,474,afd585c03f0fb068,339.2980772584621,True,,test
smaller_dataset\Braised Pork\Braised_Pork_975.jpeg,Braised Pork,unknown,268,201,bb06d539c439d658,1164.3691818693776,False,tiny<224,
smaller_dataset\Braised Pork\Braised_Pork_976.jpeg,Braised Pork,unknown,559,385,e825c5569e9e915a,405.72781874450294,True,,test
smaller_dataset\Braised Pork\Braised_Pork_977.jpeg,Braised Pork,unknown,352,300,ff81a0a1c5958e9e,3248.2157170106602,True,,train
smaller_dataset\Braised Pork\Braised_Pork_978.jpeg,Braised Pork,unknown,550,351,aecaaf44440b2f2f,435.14373376946804,True,,train
